id,type,src,dst,app,latency,message,ctime,size,buffer
668,LINK,10007,104,SSMS,10.015,Task,6700,150000,8
669,LINK,10008,103,SSMS,10.015,Task,6700,150000,9
670,LINK,10009,103,SSMS,10.015,Task,6700,150000,10
567,LINK,0,105,SSMS,15.05,Result,6712.5650000000005,50000,0
567,LINK,105,10006,SSMS,10.005,Result,6727.615000000001,50000,0
568,LINK,103,104,SSMS,1.05,Result,6760.015,50000,0
624,LINK,108,10003,SSMS,10.005,Result,6760.015,50000,1
568,LINK,104,10007,SSMS,10.005,Result,6761.0650000000005,50000,1
662,LINK,109,10001,SSMS,10.005,Result,6772.515,50000,0
665,LINK,107,10004,SSMS,10.005,Result,6772.515,50000,1
666,LINK,106,10005,SSMS,10.005,Result,6772.515,50000,2
667,LINK,105,10006,SSMS,10.005,Result,6772.515,50000,3
668,LINK,104,10007,SSMS,10.005,Result,6772.515,50000,4
672,LINK,10001,109,SSMS,10.015,Task,6800,150000,0
673,LINK,10002,108,SSMS,10.015,Task,6800,150000,1
674,LINK,10003,108,SSMS,10.015,Task,6800,150000,2
675,LINK,10004,107,SSMS,10.015,Task,6800,150000,3
676,LINK,10005,106,SSMS,10.015,Task,6800,150000,4
677,LINK,10006,105,SSMS,10.015,Task,6800,150000,5
678,LINK,10007,104,SSMS,10.015,Task,6800,150000,6
679,LINK,10008,103,SSMS,10.015,Task,6800,150000,7
680,LINK,10009,103,SSMS,10.015,Task,6800,150000,8
577,LINK,103,0,SSMS,15.05,Result,6822.515,50000,0
633,LINK,108,10002,SSMS,10.005,Result,6822.515,50000,1
577,LINK,0,105,SSMS,15.05,Result,6837.5650000000005,50000,0
577,LINK,105,10006,SSMS,10.005,Result,6852.615000000001,50000,0
672,LINK,109,10001,SSMS,10.005,Result,6872.515,50000,0
675,LINK,107,10004,SSMS,10.005,Result,6872.515,50000,1
676,LINK,106,10005,SSMS,10.005,Result,6872.515,50000,2
677,LINK,105,10006,SSMS,10.005,Result,6872.515,50000,3
678,LINK,104,10007,SSMS,10.005,Result,6872.515,50000,4
578,LINK,103,104,SSMS,1.05,Result,6885.015,50000,0
634,LINK,108,10003,SSMS,10.005,Result,6885.015,50000,1
578,LINK,104,10007,SSMS,10.005,Result,6886.0650000000005,50000,1
682,LINK,10001,109,SSMS,10.015,Task,6900,150000,0
683,LINK,10002,108,SSMS,10.015,Task,6900,150000,1
684,LINK,10003,108,SSMS,10.015,Task,6900,150000,2
685,LINK,10004,107,SSMS,10.015,Task,6900,150000,3
686,LINK,10005,106,SSMS,10.015,Task,6900,150000,4
687,LINK,10006,105,SSMS,10.015,Task,6900,150000,5
688,LINK,10007,104,SSMS,10.015,Task,6900,150000,6
689,LINK,10008,103,SSMS,10.015,Task,6900,150000,7
690,LINK,10009,103,SSMS,10.015,Task,6900,150000,8
587,LINK,103,0,SSMS,15.05,Result,6947.515,50000,0
643,LINK,108,10002,SSMS,10.005,Result,6947.515,50000,1
587,LINK,0,105,SSMS,15.05,Result,6962.5650000000005,50000,0
682,LINK,109,10001,SSMS,10.005,Result,6972.515,50000,1
685,LINK,107,10004,SSMS,10.005,Result,6972.515,50000,2
686,LINK,106,10005,SSMS,10.005,Result,6972.515,50000,3
687,LINK,105,10006,SSMS,10.005,Result,6972.515,50000,4
688,LINK,104,10007,SSMS,10.005,Result,6972.515,50000,5
587,LINK,105,10006,SSMS,10.005,Result,6977.615000000001,50000,5
694,LINK,10003,109,SSMS,10.015,Task,7000,150000,0
695,LINK,10004,108,SSMS,10.015,Task,7000,150000,1
696,LINK,10005,108,SSMS,10.015,Task,7000,150000,2
697,LINK,10006,107,SSMS,10.015,Task,7000,150000,3
698,LINK,10007,106,SSMS,10.015,Task,7000,150000,4
699,LINK,10008,105,SSMS,10.015,Task,7000,150000,5
700,LINK,10009,104,SSMS,10.015,Task,7000,150000,6
588,LINK,103,0,SSMS,15.05,Result,7010.015,50000,0
644,LINK,108,109,SSMS,1.05,Result,7010.015,50000,1
644,LINK,109,10003,SSMS,10.005,Result,7011.0650000000005,50000,1
588,LINK,0,106,SSMS,15.05,Result,7025.0650000000005,50000,0
588,LINK,106,10007,SSMS,10.005,Result,7040.115000000001,50000,0
599,LINK,103,0,SSMS,15.05,Result,7072.515,50000,0
694,LINK,109,10003,SSMS,10.005,Result,7072.515,50000,1
697,LINK,107,10006,SSMS,10.005,Result,7072.515,50000,2
698,LINK,106,10007,SSMS,10.005,Result,7072.515,50000,3
699,LINK,105,10008,SSMS,10.005,Result,7072.515,50000,4
700,LINK,104,10009,SSMS,10.005,Result,7072.515,50000,5
599,LINK,0,105,SSMS,15.05,Result,7087.5650000000005,50000,0
704,LINK,10003,109,SSMS,10.015,Task,7100,150000,1
705,LINK,10004,108,SSMS,10.015,Task,7100,150000,2
706,LINK,10005,108,SSMS,10.015,Task,7100,150000,3
707,LINK,10006,107,SSMS,10.015,Task,7100,150000,4
708,LINK,10007,106,SSMS,10.015,Task,7100,150000,5
709,LINK,10008,105,SSMS,10.015,Task,7100,150000,6
710,LINK,10009,104,SSMS,10.015,Task,7100,150000,7
599,LINK,105,10008,SSMS,10.005,Result,7102.615000000001,50000,7
600,LINK,103,104,SSMS,1.05,Result,7135.015,50000,0
654,LINK,108,109,SSMS,1.05,Result,7135.015,50000,1
600,LINK,104,10009,SSMS,10.005,Result,7136.0650000000005,50000,0
654,LINK,109,10003,SSMS,10.005,Result,7136.0650000000005,50000,1
704,LINK,109,10003,SSMS,10.005,Result,7172.515,50000,0
707,LINK,107,10006,SSMS,10.005,Result,7172.515,50000,1
708,LINK,106,10007,SSMS,10.005,Result,7172.515,50000,2
709,LINK,105,10008,SSMS,10.005,Result,7172.515,50000,3
710,LINK,104,10009,SSMS,10.005,Result,7172.515,50000,4
609,LINK,103,0,SSMS,15.05,Result,7197.515,50000,0
714,LINK,10003,109,SSMS,10.015,Task,7200,150000,1
715,LINK,10004,108,SSMS,10.015,Task,7200,150000,2
716,LINK,10005,108,SSMS,10.015,Task,7200,150000,3
717,LINK,10006,107,SSMS,10.015,Task,7200,150000,4
718,LINK,10007,106,SSMS,10.015,Task,7200,150000,5
719,LINK,10008,105,SSMS,10.015,Task,7200,150000,6
720,LINK,10009,104,SSMS,10.015,Task,7200,150000,7
609,LINK,0,105,SSMS,15.05,Result,7212.5650000000005,50000,0
609,LINK,105,10008,SSMS,10.005,Result,7227.615000000001,50000,0
610,LINK,103,104,SSMS,1.05,Result,7260.015,50000,0
664,LINK,108,109,SSMS,1.05,Result,7260.015,50000,1
610,LINK,104,10009,SSMS,10.005,Result,7261.0650000000005,50000,0
664,LINK,109,10003,SSMS,10.005,Result,7261.0650000000005,50000,1
714,LINK,109,10003,SSMS,10.005,Result,7272.515,50000,0
717,LINK,107,10006,SSMS,10.005,Result,7272.515,50000,1
718,LINK,106,10007,SSMS,10.005,Result,7272.515,50000,2
719,LINK,105,10008,SSMS,10.005,Result,7272.515,50000,3
720,LINK,104,10009,SSMS,10.005,Result,7272.515,50000,4
724,LINK,10003,109,SSMS,10.015,Task,7300,150000,0
725,LINK,10004,108,SSMS,10.015,Task,7300,150000,1
726,LINK,10005,108,SSMS,10.015,Task,7300,150000,2
727,LINK,10006,107,SSMS,10.015,Task,7300,150000,3
728,LINK,10007,106,SSMS,10.015,Task,7300,150000,4
729,LINK,10008,105,SSMS,10.015,Task,7300,150000,5
730,LINK,10009,104,SSMS,10.015,Task,7300,150000,6
619,LINK,103,0,SSMS,15.05,Result,7322.515,50000,0
619,LINK,0,105,SSMS,15.05,Result,7337.5650000000005,50000,0
619,LINK,105,10008,SSMS,10.005,Result,7352.615000000001,50000,0
724,LINK,109,10003,SSMS,10.005,Result,7372.515,50000,0
727,LINK,107,10006,SSMS,10.005,Result,7372.515,50000,1
728,LINK,106,10007,SSMS,10.005,Result,7372.515,50000,2
729,LINK,105,10008,SSMS,10.005,Result,7372.515,50000,3
730,LINK,104,10009,SSMS,10.005,Result,7372.515,50000,4
620,LINK,103,104,SSMS,1.05,Result,7385.015,50000,0
674,LINK,108,109,SSMS,1.05,Result,7385.015,50000,1
620,LINK,104,10009,SSMS,10.005,Result,7386.0650000000005,50000,0
674,LINK,109,10003,SSMS,10.005,Result,7386.0650000000005,50000,1
734,LINK,10003,109,SSMS,10.015,Task,7400,150000,0
735,LINK,10004,108,SSMS,10.015,Task,7400,150000,1
736,LINK,10005,108,SSMS,10.015,Task,7400,150000,2
737,LINK,10006,107,SSMS,10.015,Task,7400,150000,3
738,LINK,10007,106,SSMS,10.015,Task,7400,150000,4
739,LINK,10008,105,SSMS,10.015,Task,7400,150000,5
740,LINK,10009,104,SSMS,10.015,Task,7400,150000,6
629,LINK,103,0,SSMS,15.05,Result,7447.515,50000,0
629,LINK,0,105,SSMS,15.05,Result,7462.5650000000005,50000,0
734,LINK,109,10003,SSMS,10.005,Result,7472.515,50000,1
737,LINK,107,10006,SSMS,10.005,Result,7472.515,50000,2
738,LINK,106,10007,SSMS,10.005,Result,7472.515,50000,3
739,LINK,105,10008,SSMS,10.005,Result,7472.515,50000,4
740,LINK,104,10009,SSMS,10.005,Result,7472.515,50000,5
629,LINK,105,10008,SSMS,10.005,Result,7477.615000000001,50000,5
744,LINK,10003,109,SSMS,10.015,Task,7500,150000,0
745,LINK,10004,108,SSMS,10.015,Task,7500,150000,1
746,LINK,10005,108,SSMS,10.015,Task,7500,150000,2
747,LINK,10006,107,SSMS,10.015,Task,7500,150000,3
748,LINK,10007,106,SSMS,10.015,Task,7500,150000,4
749,LINK,10008,105,SSMS,10.015,Task,7500,150000,5
750,LINK,10009,104,SSMS,10.015,Task,7500,150000,6
630,LINK,103,104,SSMS,1.05,Result,7510.015,50000,0
684,LINK,108,109,SSMS,1.05,Result,7510.015,50000,1
630,LINK,104,10009,SSMS,10.005,Result,7511.0650000000005,50000,0
684,LINK,109,10003,SSMS,10.005,Result,7511.0650000000005,50000,1
639,LINK,103,0,SSMS,15.05,Result,7572.515,50000,0
695,LINK,108,10004,SSMS,10.005,Result,7572.515,50000,1
744,LINK,109,10003,SSMS,10.005,Result,7572.515,50000,2
747,LINK,107,10006,SSMS,10.005,Result,7572.515,50000,3
748,LINK,106,10007,SSMS,10.005,Result,7572.515,50000,4
749,LINK,105,10008,SSMS,10.005,Result,7572.515,50000,5
750,LINK,104,10009,SSMS,10.005,Result,7572.515,50000,6
639,LINK,0,105,SSMS,15.05,Result,7587.5650000000005,50000,0
754,LINK,10003,109,SSMS,10.015,Task,7600,150000,1
755,LINK,10004,108,SSMS,10.015,Task,7600,150000,2
756,LINK,10005,108,SSMS,10.015,Task,7600,150000,3
757,LINK,10006,107,SSMS,10.015,Task,7600,150000,4
758,LINK,10007,106,SSMS,10.015,Task,7600,150000,5
759,LINK,10008,105,SSMS,10.015,Task,7600,150000,6
760,LINK,10009,104,SSMS,10.015,Task,7600,150000,7
639,LINK,105,10008,SSMS,10.005,Result,7602.615000000001,50000,7
640,LINK,103,104,SSMS,1.05,Result,7635.015,50000,0
696,LINK,108,10005,SSMS,10.005,Result,7635.015,50000,1
640,LINK,104,10009,SSMS,10.005,Result,7636.0650000000005,50000,1
754,LINK,109,10003,SSMS,10.005,Result,7672.515,50000,0
757,LINK,107,10006,SSMS,10.005,Result,7672.515,50000,1
758,LINK,106,10007,SSMS,10.005,Result,7672.515,50000,2
759,LINK,105,10008,SSMS,10.005,Result,7672.515,50000,3
760,LINK,104,10009,SSMS,10.005,Result,7672.515,50000,4
649,LINK,103,0,SSMS,15.05,Result,7697.515,50000,0
705,LINK,108,10004,SSMS,10.005,Result,7697.515,50000,1
764,LINK,10003,109,SSMS,10.015,Task,7700,150000,2
765,LINK,10004,108,SSMS,10.015,Task,7700,150000,3
766,LINK,10005,108,SSMS,10.015,Task,7700,150000,4
767,LINK,10006,107,SSMS,10.015,Task,7700,150000,5
768,LINK,10007,106,SSMS,10.015,Task,7700,150000,6
769,LINK,10008,105,SSMS,10.015,Task,7700,150000,7
770,LINK,10009,104,SSMS,10.015,Task,7700,150000,8
649,LINK,0,105,SSMS,15.05,Result,7712.5650000000005,50000,0
649,LINK,105,10008,SSMS,10.005,Result,7727.615000000001,50000,0
650,LINK,103,104,SSMS,1.05,Result,7760.015,50000,0
706,LINK,108,10005,SSMS,10.005,Result,7760.015,50000,1
650,LINK,104,10009,SSMS,10.005,Result,7761.0650000000005,50000,1
764,LINK,109,10003,SSMS,10.005,Result,7772.515,50000,0
767,LINK,107,10006,SSMS,10.005,Result,7772.515,50000,1
768,LINK,106,10007,SSMS,10.005,Result,7772.515,50000,2
769,LINK,105,10008,SSMS,10.005,Result,7772.515,50000,3
770,LINK,104,10009,SSMS,10.005,Result,7772.515,50000,4
774,LINK,10003,109,SSMS,10.015,Task,7800,150000,0
775,LINK,10004,108,SSMS,10.015,Task,7800,150000,1
776,LINK,10005,108,SSMS,10.015,Task,7800,150000,2
777,LINK,10006,107,SSMS,10.015,Task,7800,150000,3
778,LINK,10007,106,SSMS,10.015,Task,7800,150000,4
779,LINK,10008,105,SSMS,10.015,Task,7800,150000,5
780,LINK,10009,104,SSMS,10.015,Task,7800,150000,6
659,LINK,103,0,SSMS,15.05,Result,7822.515,50000,0
715,LINK,108,10004,SSMS,10.005,Result,7822.515,50000,1
659,LINK,0,105,SSMS,15.05,Result,7837.5650000000005,50000,0
659,LINK,105,10008,SSMS,10.005,Result,7852.615000000001,50000,0
774,LINK,109,10003,SSMS,10.005,Result,7872.515,50000,0
777,LINK,107,10006,SSMS,10.005,Result,7872.515,50000,1
778,LINK,106,10007,SSMS,10.005,Result,7872.515,50000,2
779,LINK,105,10008,SSMS,10.005,Result,7872.515,50000,3
780,LINK,104,10009,SSMS,10.005,Result,7872.515,50000,4
660,LINK,103,104,SSMS,1.05,Result,7885.015,50000,0
716,LINK,108,10005,SSMS,10.005,Result,7885.015,50000,1
660,LINK,104,10009,SSMS,10.005,Result,7886.0650000000005,50000,1
784,LINK,10003,109,SSMS,10.015,Task,7900,150000,0
785,LINK,10004,108,SSMS,10.015,Task,7900,150000,1
786,LINK,10005,108,SSMS,10.015,Task,7900,150000,2
787,LINK,10006,107,SSMS,10.015,Task,7900,150000,3
788,LINK,10007,106,SSMS,10.015,Task,7900,150000,4
789,LINK,10008,105,SSMS,10.015,Task,7900,150000,5
790,LINK,10009,104,SSMS,10.015,Task,7900,150000,6
669,LINK,103,0,SSMS,15.05,Result,7947.515,50000,0
725,LINK,108,10004,SSMS,10.005,Result,7947.515,50000,1
669,LINK,0,105,SSMS,15.05,Result,7962.5650000000005,50000,0
784,LINK,109,10003,SSMS,10.005,Result,7972.515,50000,1
787,LINK,107,10006,SSMS,10.005,Result,7972.515,50000,2
788,LINK,106,10007,SSMS,10.005,Result,7972.515,50000,3
789,LINK,105,10008,SSMS,10.005,Result,7972.515,50000,4
790,LINK,104,10009,SSMS,10.005,Result,7972.515,50000,5
669,LINK,105,10008,SSMS,10.005,Result,7977.615000000001,50000,5
796,LINK,10005,109,SSMS,10.015,Task,8000,150000,0
797,LINK,10006,108,SSMS,10.015,Task,8000,150000,1
798,LINK,10007,108,SSMS,10.015,Task,8000,150000,2
799,LINK,10008,107,SSMS,10.015,Task,8000,150000,3
800,LINK,10009,106,SSMS,10.015,Task,8000,150000,4
670,LINK,103,0,SSMS,15.05,Result,8010.015,50000,0
726,LINK,108,109,SSMS,1.05,Result,8010.015,50000,1
726,LINK,109,10005,SSMS,10.005,Result,8011.0650000000005,50000,1
670,LINK,0,106,SSMS,15.05,Result,8025.0650000000005,50000,0
670,LINK,106,10009,SSMS,10.005,Result,8040.115000000001,50000,0
679,LINK,103,0,SSMS,15.05,Result,8072.515,50000,0
796,LINK,109,10005,SSMS,10.005,Result,8072.515,50000,1
799,LINK,107,10008,SSMS,10.005,Result,8072.515,50000,2
800,LINK,106,10009,SSMS,10.005,Result,8072.515,50000,3
679,LINK,0,107,SSMS,15.05,Result,8087.5650000000005,50000,0
806,LINK,10005,109,SSMS,10.015,Task,8100,150000,1
807,LINK,10006,108,SSMS,10.015,Task,8100,150000,2
808,LINK,10007,108,SSMS,10.015,Task,8100,150000,3
809,LINK,10008,107,SSMS,10.015,Task,8100,150000,4
810,LINK,10009,106,SSMS,10.015,Task,8100,150000,5
679,LINK,107,10008,SSMS,10.005,Result,8102.615000000001,50000,5
680,LINK,103,0,SSMS,15.05,Result,8135.015,50000,0
736,LINK,108,109,SSMS,1.05,Result,8135.015,50000,1
736,LINK,109,10005,SSMS,10.005,Result,8136.0650000000005,50000,1
680,LINK,0,106,SSMS,15.05,Result,8150.0650000000005,50000,0
680,LINK,106,10009,SSMS,10.005,Result,8165.115000000001,50000,0
806,LINK,109,10005,SSMS,10.005,Result,8172.515,50000,1
809,LINK,107,10008,SSMS,10.005,Result,8172.515,50000,2
810,LINK,106,10009,SSMS,10.005,Result,8172.515,50000,3
689,LINK,103,0,SSMS,15.05,Result,8197.515,50000,0
816,LINK,10005,109,SSMS,10.015,Task,8200,150000,1
817,LINK,10006,108,SSMS,10.015,Task,8200,150000,2
818,LINK,10007,108,SSMS,10.015,Task,8200,150000,3
819,LINK,10008,107,SSMS,10.015,Task,8200,150000,4
820,LINK,10009,106,SSMS,10.015,Task,8200,150000,5
689,LINK,0,107,SSMS,15.05,Result,8212.564999999999,50000,0
689,LINK,107,10008,SSMS,10.005,Result,8227.614999999998,50000,0
690,LINK,103,0,SSMS,15.05,Result,8260.015,50000,0
746,LINK,108,109,SSMS,1.05,Result,8260.015,50000,1
746,LINK,109,10005,SSMS,10.005,Result,8261.064999999999,50000,1
816,LINK,109,10005,SSMS,10.005,Result,8272.515,50000,1
819,LINK,107,10008,SSMS,10.005,Result,8272.515,50000,2
820,LINK,106,10009,SSMS,10.005,Result,8272.515,50000,3
690,LINK,0,106,SSMS,15.05,Result,8275.064999999999,50000,3
690,LINK,106,10009,SSMS,10.005,Result,8290.114999999998,50000,0
826,LINK,10005,109,SSMS,10.015,Task,8300,150000,1
827,LINK,10006,108,SSMS,10.015,Task,8300,150000,2
828,LINK,10007,108,SSMS,10.015,Task,8300,150000,3
829,LINK,10008,107,SSMS,10.015,Task,8300,150000,4
830,LINK,10009,106,SSMS,10.015,Task,8300,150000,5
826,LINK,109,10005,SSMS,10.005,Result,8372.515,50000,0
829,LINK,107,10008,SSMS,10.005,Result,8372.515,50000,1
830,LINK,106,10009,SSMS,10.005,Result,8372.515,50000,2
756,LINK,108,109,SSMS,1.05,Result,8385.015,50000,0
756,LINK,109,10005,SSMS,10.005,Result,8386.064999999999,50000,0
836,LINK,10005,109,SSMS,10.015,Task,8400,150000,0
837,LINK,10006,108,SSMS,10.015,Task,8400,150000,1
838,LINK,10007,108,SSMS,10.015,Task,8400,150000,2
839,LINK,10008,107,SSMS,10.015,Task,8400,150000,3
840,LINK,10009,106,SSMS,10.015,Task,8400,150000,4
836,LINK,109,10005,SSMS,10.005,Result,8472.515,50000,0
839,LINK,107,10008,SSMS,10.005,Result,8472.515,50000,1
840,LINK,106,10009,SSMS,10.005,Result,8472.515,50000,2
846,LINK,10005,109,SSMS,10.015,Task,8500,150000,0
847,LINK,10006,108,SSMS,10.015,Task,8500,150000,1
848,LINK,10007,108,SSMS,10.015,Task,8500,150000,2
849,LINK,10008,107,SSMS,10.015,Task,8500,150000,3
850,LINK,10009,106,SSMS,10.015,Task,8500,150000,4
766,LINK,108,109,SSMS,1.05,Result,8510.015,50000,0
766,LINK,109,10005,SSMS,10.005,Result,8511.064999999999,50000,0
846,LINK,109,10005,SSMS,10.005,Result,8572.515,50000,0
849,LINK,107,10008,SSMS,10.005,Result,8572.515,50000,1
850,LINK,106,10009,SSMS,10.005,Result,8572.515,50000,2
856,LINK,10005,109,SSMS,10.015,Task,8600,150000,0
857,LINK,10006,108,SSMS,10.015,Task,8600,150000,1
858,LINK,10007,108,SSMS,10.015,Task,8600,150000,2
859,LINK,10008,107,SSMS,10.015,Task,8600,150000,3
860,LINK,10009,106,SSMS,10.015,Task,8600,150000,4
776,LINK,108,109,SSMS,1.05,Result,8635.015,50000,0
776,LINK,109,10005,SSMS,10.005,Result,8636.064999999999,50000,0
856,LINK,109,10005,SSMS,10.005,Result,8672.515,50000,0
859,LINK,107,10008,SSMS,10.005,Result,8672.515,50000,1
860,LINK,106,10009,SSMS,10.005,Result,8672.515,50000,2
866,LINK,10005,109,SSMS,10.015,Task,8700,150000,0
867,LINK,10006,108,SSMS,10.015,Task,8700,150000,1
868,LINK,10007,108,SSMS,10.015,Task,8700,150000,2
869,LINK,10008,107,SSMS,10.015,Task,8700,150000,3
870,LINK,10009,106,SSMS,10.015,Task,8700,150000,4
786,LINK,108,109,SSMS,1.05,Result,8760.015,50000,0
786,LINK,109,10005,SSMS,10.005,Result,8761.064999999999,50000,0
866,LINK,109,10005,SSMS,10.005,Result,8772.515,50000,0
869,LINK,107,10008,SSMS,10.005,Result,8772.515,50000,1
870,LINK,106,10009,SSMS,10.005,Result,8772.515,50000,2
876,LINK,10005,109,SSMS,10.015,Task,8800,150000,0
877,LINK,10006,108,SSMS,10.015,Task,8800,150000,1
878,LINK,10007,108,SSMS,10.015,Task,8800,150000,2
879,LINK,10008,107,SSMS,10.015,Task,8800,150000,3
880,LINK,10009,106,SSMS,10.015,Task,8800,150000,4
797,LINK,108,10006,SSMS,10.005,Result,8822.515,50000,0
876,LINK,109,10005,SSMS,10.005,Result,8872.515,50000,0
879,LINK,107,10008,SSMS,10.005,Result,8872.515,50000,1
880,LINK,106,10009,SSMS,10.005,Result,8872.515,50000,2
798,LINK,108,10007,SSMS,10.005,Result,8885.015,50000,0
886,LINK,10005,109,SSMS,10.015,Task,8900,150000,0
887,LINK,10006,108,SSMS,10.015,Task,8900,150000,1
888,LINK,10007,108,SSMS,10.015,Task,8900,150000,2
889,LINK,10008,107,SSMS,10.015,Task,8900,150000,3
890,LINK,10009,106,SSMS,10.015,Task,8900,150000,4
807,LINK,108,10006,SSMS,10.005,Result,8947.515,50000,0
886,LINK,109,10005,SSMS,10.005,Result,8972.515,50000,0
889,LINK,107,10008,SSMS,10.005,Result,8972.515,50000,1
890,LINK,106,10009,SSMS,10.005,Result,8972.515,50000,2
898,LINK,10007,109,SSMS,10.015,Task,9000,150000,0
899,LINK,10008,108,SSMS,10.015,Task,9000,150000,1
900,LINK,10009,108,SSMS,10.015,Task,9000,150000,2
808,LINK,108,109,SSMS,1.05,Result,9010.015,50000,0
808,LINK,109,10007,SSMS,10.005,Result,9011.064999999999,50000,0
898,LINK,109,10007,SSMS,10.005,Result,9072.515,50000,0
908,LINK,10007,109,SSMS,10.015,Task,9100,150000,0
909,LINK,10008,108,SSMS,10.015,Task,9100,150000,1
910,LINK,10009,108,SSMS,10.015,Task,9100,150000,2
818,LINK,108,109,SSMS,1.05,Result,9135.015,50000,0
818,LINK,109,10007,SSMS,10.005,Result,9136.064999999999,50000,0
908,LINK,109,10007,SSMS,10.005,Result,9172.515,50000,0
918,LINK,10007,109,SSMS,10.015,Task,9200,150000,0
919,LINK,10008,108,SSMS,10.015,Task,9200,150000,1
920,LINK,10009,108,SSMS,10.015,Task,9200,150000,2
828,LINK,108,109,SSMS,1.05,Result,9260.015,50000,0
828,LINK,109,10007,SSMS,10.005,Result,9261.064999999999,50000,0
918,LINK,109,10007,SSMS,10.005,Result,9272.515,50000,0
928,LINK,10007,109,SSMS,10.015,Task,9300,150000,0
929,LINK,10008,108,SSMS,10.015,Task,9300,150000,1
930,LINK,10009,108,SSMS,10.015,Task,9300,150000,2
928,LINK,109,10007,SSMS,10.005,Result,9372.515,50000,0
838,LINK,108,109,SSMS,1.05,Result,9385.015,50000,0
838,LINK,109,10007,SSMS,10.005,Result,9386.064999999999,50000,0
938,LINK,10007,109,SSMS,10.015,Task,9400,150000,0
939,LINK,10008,108,SSMS,10.015,Task,9400,150000,1
940,LINK,10009,108,SSMS,10.015,Task,9400,150000,2
938,LINK,109,10007,SSMS,10.005,Result,9472.515,50000,0
948,LINK,10007,109,SSMS,10.015,Task,9500,150000,0
949,LINK,10008,108,SSMS,10.015,Task,9500,150000,1
950,LINK,10009,108,SSMS,10.015,Task,9500,150000,2
848,LINK,108,109,SSMS,1.05,Result,9510.015,50000,0
848,LINK,109,10007,SSMS,10.005,Result,9511.064999999999,50000,0
948,LINK,109,10007,SSMS,10.005,Result,9572.515,50000,0
958,LINK,10007,109,SSMS,10.015,Task,9600,150000,0
959,LINK,10008,108,SSMS,10.015,Task,9600,150000,1
960,LINK,10009,108,SSMS,10.015,Task,9600,150000,2
858,LINK,108,109,SSMS,1.05,Result,9635.015,50000,0
858,LINK,109,10007,SSMS,10.005,Result,9636.064999999999,50000,0
958,LINK,109,10007,SSMS,10.005,Result,9672.515,50000,0
968,LINK,10007,109,SSMS,10.015,Task,9700,150000,0
969,LINK,10008,108,SSMS,10.015,Task,9700,150000,1
970,LINK,10009,108,SSMS,10.015,Task,9700,150000,2
868,LINK,108,109,SSMS,1.05,Result,9760.015,50000,0
868,LINK,109,10007,SSMS,10.005,Result,9761.064999999999,50000,0
968,LINK,109,10007,SSMS,10.005,Result,9772.515,50000,0
978,LINK,10007,109,SSMS,10.015,Task,9800,150000,0
979,LINK,10008,108,SSMS,10.015,Task,9800,150000,1
980,LINK,10009,108,SSMS,10.015,Task,9800,150000,2
978,LINK,109,10007,SSMS,10.005,Result,9872.515,50000,0
878,LINK,108,109,SSMS,1.05,Result,9885.015,50000,0
878,LINK,109,10007,SSMS,10.005,Result,9886.064999999999,50000,0
988,LINK,10007,109,SSMS,10.015,Task,9900,150000,0
989,LINK,10008,108,SSMS,10.015,Task,9900,150000,1
990,LINK,10009,108,SSMS,10.015,Task,9900,150000,2
988,LINK,109,10007,SSMS,10.005,Result,9972.515,50000,0
